"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity","ethnologue_L2_users","used_as_L2_by","notes"
"sku","Sakao","Austronesian","Oceania",NA,NA,0,0.857142865657806,7,4000,342.1752161,0,FALSE,NA,""
"skv","Skou","Skou","N-Coast-New-Guinea",NA,NA,0,0.75,3,700,248.4830152,0,FALSE,NA,""
"slc","Sáliba","Sálivan","NE-South-America",NA,NA,0,0.666666686534882,3,1560,2484.979575,0,FALSE,NA,""
"sld","Sissala","Niger-Congo","",1.70676004886627,8.46783256530762,0,NA,NA,13000,1214.667743,0,FALSE,NA,""
"slk","Slovak","Indo-European","Europe",1.99864268302917,10.0592575073242,0.247112154960632,NA,NA,4701800,45073.51898,1,TRUE,NA,""
"sll","Salt-Yui","Trans-New-Guinea","Interior-New-Guinea",1.34389889240265,8.73394298553467,0,0.620370388031006,9,6500,134.9259258,0,FALSE,NA,""
"slp","Lamaholot","Austronesian","Oceania",NA,NA,NA,0.375,8,150000,961.0167654,1,FALSE,"adr:aol:ila:lmr:lmq:lvu:lwe:lwt:lmf:lmj",""
"slr","Salar","Altaic","Inner-Asia",NA,NA,0,1,1,60000,4356.068677,0,FALSE,NA,""
"slv","Slovenian","Indo-European","Europe",1.94067418575287,9.78851699829102,NA,0.555555582046509,9,1851190,22646.90018,1,FALSE,NA,""
"sme","North Saami","Uralic","Inner-Asia",1.70939862728119,9.82202339172363,NA,0.596153855323792,13,20700,8162.493526,1,FALSE,NA,""
"smk","Bolinao","Austronesian","",1.51568841934204,8.5979585647583,0.088967971503735,NA,NA,50000,273.484277,0,TRUE,"ceb:ilo",""
"sml","Central Sama","Austronesian","",1.54299521446228,8.85634708404541,0,NA,NA,90000,442.6085359,0,FALSE,"ssb",""
"smo","Samoan","Austronesian","Oceania",1.39891862869263,7.27520656585693,NA,0.275641024112701,13,306840,3086.710664,1,FALSE,NA,""
"smq","Samo","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,1,1,900,627.4801938,0,FALSE,NA,""
"smr","Simeulue","Austronesian","Southeast-Asia",NA,NA,0,0,3,30000,1401.081026,0,FALSE,NA,""
"sna","Shona","Niger-Congo","S-Africa",1.61756944656372,11.1343231201172,0.19948798418045,0.75,8,10741200,219330.1448,1,TRUE,"kck:nmq:zib",""
"snc","Sinaugoro","Austronesian","S-New-Guinea",1.32131826877594,9.22207832336426,0,0.833333313465118,6,18000,2177.648592,0,FALSE,NA,""
"snd","Sindhi","Indo-European","Indic",1.85458087921143,9.25975131988525,NA,0,1,21315000,135029.8144,1,FALSE,"aeq:bgq:mki:ghr:gig:ggg:jnd:jog:lrk:mve:mby:odk:kvx:ssi:sbn:vgr",""
"snf","Noon","Niger-Congo","African-Savannah",NA,NA,0,0.601851880550385,9,32900,198.8068311,0,FALSE,NA,""
"snk","Soninke","Niger-Congo","African-Savannah",NA,NA,0,0,3,1145000,60151.68204,0,FALSE,"xkg",""
"snn","Siona","Tucanoan","NE-South-America",1.26788020133972,9.20383834838867,0,1,6,550,2996.049732,0,FALSE,NA,""
"snp","Siane","Trans-New-Guinea","Interior-New-Guinea",1.38128781318665,9.14929962158203,0,0.666666686534882,9,29000,541.7369357,0,FALSE,NA,""
"snq","Sangu","Niger-Congo","S-Africa",NA,NA,0,1,4,20900,5347.409588,0,FALSE,"keb",""
"snw","Selee","Niger-Congo","",1.61148166656494,9.09403324127197,0,NA,NA,11300,72.50958407,0,FALSE,NA,""
"sny","Saniyo-Hiyewe","Sepik","Interior-New-Guinea",1.10657858848572,7.57452630996704,0,NA,NA,1300,466.2710827,0,FALSE,"ybx",""
"sob","Sobei","Austronesian","N-Coast-New-Guinea",NA,NA,0,0.666666686534882,6,1000,116.6541277,0,FALSE,NA,""
"som","Somali","Afro-Asiatic","Greater-Abyssinia",1.63987398147583,9.77378082275391,0.005796750076115,0.51973682641983,19,13742400,935426.8647,1,TRUE,NA,""
"soq","Kanasi","Trans-New-Guinea","",1.50543367862701,9.34040069580078,0,NA,NA,2200,1221.272395,0,FALSE,NA,""
"sot","Southern Sotho","Niger-Congo","S-Africa",1.55854630470276,8.09838199615479,0.569410383701325,0.458333343267441,6,6010000,122787.1752,1,TRUE,NA,""
"sov","Sonsorol","Austronesian","Oceania",NA,NA,0,0.309523820877075,7,600,7.329849477,0,FALSE,NA,""
"soy","Miyobe","Niger-Congo","",1.66067910194397,8.99518394470215,0,NA,NA,8700,583.8464732,0,FALSE,NA,""
"spa","Spanish","Indo-European","Europe",1.73863458633423,8.85756301879883,0.172940388321877,0.439638435840607,27,327355040,7536876.619,1,TRUE,NA,""
"spl","Selepet","Trans-New-Guinea","N-Coast-New-Guinea",1.37389028072357,9.40911483764648,0,0.857142865657806,7,7000,193.7401641,0,FALSE,NA,""
"spo","Spokane","Salish","Basin-and-Plains",NA,NA,0,1,1,50,564.5938141,0,FALSE,NA,"2 speakers, some semi-speakers"
"spp","Supyire Senoufo","Niger-Congo","African-Savannah",1.48686122894287,8.12406635284424,0,0.42124542593956,26,350000,12209.95901,0,FALSE,"jow:shz",""
"sps","Saposa","Austronesian","Oceania",1.43597102165222,8.11186408996582,0,0.25,4,1400,25.63136375,0,FALSE,NA,""
"spu","Sapuan","Austro-Asiatic","Southeast-Asia",NA,NA,0,0.125,2,2400,927.1892533,0,FALSE,NA,""
"spy","Sabaot","Nilo-Saharan","",1.49387955665588,9.83016395568848,0,NA,NA,279000,1661.175373,0,FALSE,NA,""
"sqt","Soqotri","Afro-Asiatic","Greater-Abyssinia",NA,NA,0,1,1,57000,3803.38473,0,FALSE,NA,""
"squ","Squamish","Salish","Alaska-Oregon",NA,NA,0,0.573214292526245,20,15,22.59523646,0,TRUE,NA,"L2prop==0"
"srb","Sora","Austro-Asiatic","Indic",NA,NA,0,1,4,310000,5262.209833,0,FALSE,NA,""
"sri","Siriano","Tucanoan","NE-South-America",1.34749853610992,9.93288135528564,0,NA,NA,350,1039.921067,0,FALSE,NA,""
"srm","Saramaccan","Creole","NE-South-America",1.43604934215546,7.25892925262451,0,NA,NA,26000,5048.5252,0,FALSE,"kww",""
"srn","Sranan","Creole","NE-South-America",1.4516624212265,7.28827714920044,0.422119051218033,NA,NA,126400,5680.915531,1,TRUE,"arw:djk:car:nld:kww:hns:way",""
"sro","Campidanese Sardinian","Indo-European","",NA,NA,0,0.666666686534882,6,345000,11613.45752,0,FALSE,NA,""
"srp","Serbian","Indo-European","",1.95032107830048,9.81839752197266,NA,NA,NA,9231300,94861.09452,1,FALSE,NA,""
"srq","Sirionó","Tupian","NE-South-America",1.40690088272095,8.10370349884033,0,0.620000004768372,10,400,1072.653755,0,FALSE,NA,""
"srs","Sarsi","Eyak-Athabaskan","Basin-and-Plains",NA,NA,0,0.545454561710358,11,50,225.4849933,0,FALSE,NA,""
"ssd","Siroi","Trans-New-Guinea","N-Coast-New-Guinea",1.39181327819824,8.54808902740479,0,0.454545468091965,11,1310,139.5981997,0,FALSE,NA,""
"ssf","Thao","Austronesian","Southeast-Asia",NA,NA,0,1,1,6,0.101202423,0,FALSE,NA,"nearly extinct"
"ssg","Seimat","Austronesian","Oceania",1.43867194652557,8.18143749237061,0,NA,NA,1000,23.43990644,0,FALSE,NA,""
"ssn","Sanye","Afro-Asiatic","S-Africa",NA,NA,0,0.5,6,17400,1446.330379,0,FALSE,NA,""
"sst","Sinasina","Trans-New-Guinea","Interior-New-Guinea",NA,NA,0,0.75,4,50100,148.51577,0,FALSE,NA,""
"ssw","Swati","Niger-Congo","S-Africa",1.6959867477417,11.7609672546387,0.508022546768189,0.666666686534882,3,2034200,36491.09056,1,TRUE,NA,""
"ssx","Samberigi","Trans-New-Guinea","",1.18229043483734,9.46781826019287,0,NA,NA,3130,466.633489,0,FALSE,NA,""
"stn","Owa","Austronesian","",1.35395932197571,7.99364519119263,0,NA,NA,8410,139.3594082,0,FALSE,NA,""
"stp","Southeastern Tepehuan","Uto-Aztecan","Mesoamerica",1.22531533241272,8.04417037963867,0,0.857142865657806,7,10600,4273.765198,0,FALSE,"azd",""
"str","Straits Salish","Salish","Alaska-Oregon",NA,NA,0.892857134342194,1,1,20,160.9612783,0,TRUE,NA,""
"sua","Sulka","Language-isolate","N-Coast-New-Guinea",1.3254429101944,8.18977737426758,0,0.590909063816071,11,2500,414.9070621,0,FALSE,NA,""
"sue","Suena","Trans-New-Guinea","S-New-Guinea",1.34411239624023,8.63449668884277,0,0.455833345651627,20,3000,398.0259788,0,FALSE,"ykr",""
"sui","Suki","Trans-New-Guinea","S-New-Guinea",NA,NA,0,1,4,3510,5039.28669,0,FALSE,NA,""
"suk","Sukuma","Niger-Congo","S-Africa",1.65348994731903,9.69688129425049,0,1,1,5430000,45017.42711,0,FALSE,"hts:zin",""
"sun","Sunda","Austronesian","Southeast-Asia",1.76044356822968,9.9235782623291,0,0.303571432828903,14,34000000,37177.76305,0,FALSE,NA,""
"suq","Suri","Nilo-Saharan","Greater-Abyssinia",NA,NA,0,0.899999976158142,4.5,20600,2537.896806,0,FALSE,"koe",""
"sur","Mwaghavul","Afro-Asiatic","African-Savannah",1.36565279960632,7.73844051361084,NA,0.097222223877907,12,295000,890.3069125,1,FALSE,"cky:cla",""
"sus","Susu","Niger-Congo","African-Savannah",1.51629817485809,7.7314715385437,0,0.375,4,1031880,29997.61742,0,FALSE,"bgo:bmd:bcg:bsp:naj:fuf",""
"suv","Sulung","Sino-Tibetan","Indic",NA,NA,0,1,1,5000,NA,0,FALSE,NA,""
"sva","Svan","Kartvelian","Greater-Mesopotamia",NA,NA,0,0.25,1,15000,2856.568663,0,FALSE,NA,""
"svs","Savosavo","Central-Solomons","Oceania",NA,NA,0,0.5,8,2420,34.79161514,0,FALSE,NA,""
"swe","Swedish","Indo-European","Europe",1.72629296779633,8.85524463653564,0.252219468355179,0.328947365283966,19,8236000,460057.3263,1,TRUE,NA,""
"swg","Swabian","Indo-European","",1.83044528961182,8.91813564300537,0,NA,NA,819000,NA,0,FALSE,NA,""
"swh","Swahili","Niger-Congo","",1.65057992935181,10.0179080963135,0.837301015853882,0.674823641777039,27,675000,19618.77647,1,TRUE,NA,""
"swk","Malawi Sena","Niger-Congo","",1.53195106983185,10.2596626281738,0,NA,NA,270000,2136.813452,0,FALSE,NA,""
"swp","Suau","Austronesian","",1.43309903144836,8.3116512298584,0.673076927661896,NA,NA,6800,607.4002385,1,TRUE,"bwk:bxz:bxh:tte:dof:hgw:zgr:mum:mze:sbe:tbo:wgb:ylb",""
"swt","Sawila","Trans-New-Guinea","",NA,NA,0,0.5,1,3000,103.3421615,0,FALSE,NA,""
"swv","Shekhawati","Indo-European","Indic",NA,NA,0,0,1,3000000,NA,0,FALSE,NA,""
"sxb","Suba","Niger-Congo","",1.52227306365967,9.85818958282471,0,NA,NA,174000,673.6380792,0,FALSE,NA,""
"sxn","Sangir","Austronesian","Oceania",1.48829913139343,8.91161727905273,0,NA,NA,255000,1270.189226,0,FALSE,NA,""
"sza","Semelai","Austro-Asiatic","Southeast-Asia",NA,NA,0,0.382777780294418,15,6418,7513.167656,0,FALSE,NA,""
"szb","Ngalum","Trans-New-Guinea","",1.36988115310669,9.08952140808106,0,NA,NA,18000,2728.344475,0,FALSE,NA,""
"szg","Sengele","Niger-Congo","S-Africa",NA,NA,0,0.875,2,17000,6568.375327,0,FALSE,NA,""
"szp","Suabo","Trans-New-Guinea","N-Coast-New-Guinea",NA,NA,0,0.777777791023255,9,1100,352.676759,0,FALSE,NA,""
"szw","Sawai","Austronesian","Oceania",NA,NA,0,1,1,12000,1240.834911,0,FALSE,NA,""
"tab","Tabassaran","North-Caucasian","Greater-Mesopotamia",1.78074049949646,10.9242610931396,0,NA,NA,128000,1156.790677,0,FALSE,NA,""
"tac","Lowland Tarahumara","Uto-Aztecan","Mesoamerica",1.40740323066711,8.94974994659424,0,0.625,8,39800,2953.778877,0,FALSE,NA,""
"tae","Tariano","Maipurean","NE-South-America",NA,NA,0,0.777777791023255,9,430,1434.371938,0,FALSE,NA,""
"tah","Tahitian","Austronesian","",NA,NA,NA,0.25,12,124260,1660.075073,1,FALSE,NA,""
"taj","Eastern Tamang","Sino-Tibetan","Indic",1.2993985414505,9.24389743804932,0.027213647961617,0.5,8,773000,12981.74177,0,TRUE,"dhw:jul:suz",""
"tam","Tamil","Dravidian","Indic",1.52605557441711,11.7386121749878,0.105310559272766,0.439215689897537,9,65296000,151188.9453,1,TRUE,"xua:pkr:era:iru:xuj:kej:kev:kfi:kfe:mjo:ymr:muv:pcf:pcg:saz:tcx:vaa",""
"tan","Tangale","Afro-Asiatic","African-Savannah",NA,NA,0,1,4,130000,1283.492092,0,FALSE,"juh:piy",""
"tap","Taabwa","Niger-Congo","S-Africa",NA,NA,0,1,3,382000,51937.4096,0,FALSE,NA,""
"taq","Tamasheq","Afro-Asiatic","African-Savannah",1.70799076557159,11.1512060165405,0,0.714285731315613,7,281200,626865.7677,0,FALSE,"khq:ses:dsq",""
"tar","Central Tarahumara","Uto-Aztecan","Mesoamerica",1.15610146522522,8.40506839752197,0,0.400000005960465,5,55000,13747.93588,0,FALSE,NA,""
"tat","Tatar","Altaic","Inner-Asia",1.82636272907257,10.7375421524048,NA,0.291666656732559,6.5,5351950,69376.39282,1,FALSE,"bak:ydd","Population may include L2 speakers."
"tav","Tatuyo","Tucanoan","NE-South-America",1.42508161067963,9.22234630584717,0,NA,NA,400,2831.180129,0,FALSE,NA,""
"taw","Tai","Trans-New-Guinea","",1.28754281997681,7.99499225616455,0,NA,NA,900,23.52433802,0,FALSE,NA,""
"tay","Atayal","Austronesian","Southeast-Asia",NA,NA,0,0.333333343267441,8,84300,4689.042743,0,FALSE,NA,""
"tbc","Takia","Austronesian","N-Coast-New-Guinea",1.57547855377197,8.40218925476074,0,0.400000005960465,5,40000,281.2632401,0,FALSE,NA,""
"tbd","Kaki Ae","Trans-New-Guinea","S-New-Guinea",NA,NA,0,0.5,2,510,44.52225996,0,FALSE,NA,""
"tbg","North Tairora","Trans-New-Guinea","Interior-New-Guinea",1.24831247329712,9.82446098327637,0,0.875,8,6000,429.0768708,0,FALSE,NA,""
"tbi","Gaam","Nilo-Saharan","African-Savannah",NA,NA,0,0.833333313465118,6,67200,946.3443001,0,FALSE,NA,""
"tbl","Tboli","Austronesian","Oceania",1.47718644142151,8.00650978088379,0,0.428571432828903,7,95300,2144.884853,0,FALSE,"bpr:bps",""
"tbo","Tawala","Austronesian","S-New-Guinea",1.43330216407776,8.26303768157959,0,0.5,7,20000,652.2312797,0,FALSE,"bxh:tte:hgw:mum:tpa:wag:wgb",""
"tby","Tabaru","West-Papuan","Oceania",1.38652431964874,8.38961124420166,0,NA,NA,15000,1529.062766,0,FALSE,NA,""
"tbz","Ditammari","Niger-Congo","",1.52195382118225,9.31410121917725,0,NA,NA,147500,4297.812274,0,FALSE,"mql:wwa",""
"tca","Ticuna","Language-isolate","NE-South-America",1.23023641109467,8.19648170471191,0,0.833333313465118,6,48600,30570.1754,0,FALSE,NA,""
"tcb","Tanacross","Eyak-Athabaskan","Alaska-Oregon",NA,NA,0,0.666666686534882,9,35,660.3996312,0,FALSE,NA,""
"tcc","Datooga","Nilo-Saharan","S-Africa",1.46010375022888,10.0225954055786,0,NA,NA,87800,11189.77583,0,FALSE,NA,""
"tcf","Malinaltepec Tlapanec","Otomanguean","Mesoamerica",NA,NA,0,0.75,8,48000,1056.642597,0,FALSE,NA,""
"tcg","Tamagario","Trans-New-Guinea","S-New-Guinea",NA,NA,0,0.25,4,3500,1063.752415,0,FALSE,NA,""
"tcx","Toda","Dravidian","Indic",NA,NA,0,1,1,1100,257.5958537,0,FALSE,NA,""
"tcy","Tulu","Dravidian","Indic",NA,NA,0,0.600000023841858,5,1950000,6929.643731,0,FALSE,"kfd:kfg",""
"tcz","Thado Chin","Sino-Tibetan","Southeast-Asia",1.81651175022125,11.3550519943237,0,NA,NA,231200,3950.955674,0,FALSE,NA,""
"tdh","Thulung","Sino-Tibetan","Indic",NA,NA,0.07174888253212,0.666666686534882,3,33310,383.0947252,0,TRUE,NA,""
"tdn","Tondano","Austronesian","Oceania",NA,NA,0,0.53125,8,80000,424.0137413,0,FALSE,NA,""
"tdt","Tetun Dili","Creole","",1.46083676815033,7.75159358978272,NA,NA,NA,50000,51.24272761,1,FALSE,NA,"L1 in Dili district: East Timor north coast; L2 scattered in western part of East Timor."
"tea","Temiar","Austro-Asiatic","Southeast-Asia",NA,NA,NA,0.833333313465118,8,25725,8269.25741,1,FALSE,"btq:lnh:mnq:sea",""
"tee","Huehuetla Tepehua","Totonacan","Mesoamerica",1.24953186511993,8.01224803924561,0,0.555555582046509,9,3000,248.6020084,0,FALSE,NA,""
"teh","Tehuelche","Chon","SE-South-America",NA,NA,0,0.75,1,4,24196.31154,0,FALSE,NA,""
"tel","Telugu","Dravidian","Indic",1.75788652896881,11.1238498687744,0.063096024096012,0.699999988079071,10,69600600,242916.4054,1,TRUE,"gbj:cde:kff:key:lmn:gau:kfb:gdb:vaa:wbq:yeu",""
"tem","Themne","Niger-Congo","African-Savannah",1.69699001312256,8.61244010925293,0.128342241048813,0.681818187236786,11,1230000,17698.0008,1,TRUE,NA,""
"teo","Teso","Nilo-Saharan","S-Africa",1.68926346302032,10.2547836303711,0,0.600000023841858,10,1849000,12617.21677,0,FALSE,"lke:kdi",""
"teq","Temein","Nilo-Saharan","African-Savannah",NA,NA,0,0.800000011920929,5,13000,74.11108812,0,FALSE,NA,""
"ter","Terêna","Maipurean","SE-South-America",1.49399709701538,9.89683723449707,0,1,1,15000,19523.0204,0,FALSE,NA,""
"tet","Tetun","Austronesian","Oceania",NA,NA,0,0.04166666790843,6.5,450000,4806.387131,0,FALSE,NA,""
"teu","Soo","Nilo-Saharan","S-Africa",NA,NA,0,0.766666650772095,10,5000,534.0617847,0,FALSE,NA,""
"tew","Tewa","Kiowa-Tanoan","Basin-and-Plains",NA,NA,0,0,1,1300,734.4203185,0,FALSE,NA,""
"tex","Tennet","Nilo-Saharan","African-Savannah",NA,NA,0,0.5,10,4000,91.77162043,0,FALSE,NA,""
"tfr","Teribe","Chibchan","Mesoamerica",1.20865440368652,8.13239097595215,0,0.592592597007751,9,3005,3514.664976,0,FALSE,NA,""
"tgc","Tigak","Austronesian","N-Coast-New-Guinea",NA,NA,0,0.222222223877907,12,6000,594.5014063,0,FALSE,NA,""
"tgk","Tajiki","Indo-European","Inner-Asia",1.75415503978729,9.46017265319824,NA,0.5,10,4274000,103849.7654,1,FALSE,NA,""
"tgl","Tagalog","Austronesian","Oceania",1.43595695495605,8.16528606414795,NA,0.473654240369797,23,21500000,28489.9732,1,FALSE,"dul:ilk:tbk:clu:bcl:lbk:sml:esy:kqe:kak:kyk:kmk:knb:kmd:abd:rbk:bto",""
"tgo","Sudest","Austronesian","S-New-Guinea",NA,NA,0,0.5,3,2000,780.2800195,0,FALSE,NA,""
"tgp","Tangoa","Austronesian","",1.35158443450928,7.57011222839356,0,NA,NA,800,15.96268277,0,FALSE,NA,""
"tha","Thai","Tai-Kadai","Southeast-Asia",1.58994388580322,8.66425514221191,0.660626888275147,0.126053109765053,26,20230000,154283.5762,1,TRUE,NA,""
"thd","Thayore","Australian","N-Australia",NA,NA,0,0.200000002980232,10,150,987.341859,0,FALSE,NA,""
"thf","Thangmi","Sino-Tibetan","Indic",NA,NA,0.015586546622217,1,5,24700,848.6243592,0,TRUE,NA,""
"thk","Tharaka","Niger-Congo","S-Africa",1.638432264328,10.1644630432129,0,NA,NA,139000,1552.011036,0,FALSE,NA,""
"thp","Thompson","Salish","Alaska-Oregon",NA,NA,0,0.400000005960465,3,720,232.3215332,0,FALSE,NA,""
"ths","Thakali","Sino-Tibetan","Indic",NA,NA,0.12666666507721,0.375,4,6440,523.887495,0,TRUE,NA,""
"thv","Tahaggart Tamahaq","Afro-Asiatic","N-Africa",NA,NA,0,0.773809552192688,3.66666674613953,62000,531506.861,0,FALSE,NA,""
"tig","Tigré","Afro-Asiatic","Greater-Abyssinia",NA,NA,0,0.464705884456635,17,1050000,45760.96808,0,FALSE,"byn:nrb:ssy:tir",""
"tih","Timugon Murut","Austronesian","Southeast-Asia",1.46925604343414,8.33416652679443,0,0.400000005960465,10,7000,820.9359799,0,FALSE,"kxi:mvv",""
"tik","Tikar","Niger-Congo","African-Savannah",1.57011163234711,8.16318511962891,0,0.5,2,25000,7014.68732,0,FALSE,NA,""
"tim","Timbe","Trans-New-Guinea","N-Coast-New-Guinea",1.45008075237274,9.25895500183106,0,NA,NA,11000,431.9811103,0,FALSE,NA,""
"tio","Teop","Austronesian","Oceania",NA,NA,0,0.142857149243355,7,5000,371.52509,0,FALSE,NA,""
"tir","Tigrigna","Afro-Asiatic","Greater-Abyssinia",2.49206495285034,10.7701892852783,0.019241968169808,0.649999976158142,10,5760000,64071.65211,1,TRUE,"amh:kun:xan",""
"tiv","Tiv","Niger-Congo","African-Savannah",NA,NA,NA,0,1,2210000,26770.797,1,FALSE,"bzy:ekr",""
"tiw","Tiwi","Australian","N-Australia",NA,NA,0,0.495194017887116,27,1830,7519.32557,0,FALSE,NA,""
"tix","Southern Tiwa","Kiowa-Tanoan","Basin-and-Plains",NA,NA,0,0,1,1630,925.4950738,0,FALSE,NA,""
"tkl","Tokelauan","Austronesian","Oceania",NA,NA,0,0.25,2,3250,20.02270789,0,FALSE,NA,""
"tkr","Tsakhur","North-Caucasian","Greater-Mesopotamia",NA,NA,0,1,2,22770,1747.504957,0,FALSE,NA,""
"tks","Takestani","Indo-European","Greater-Mesopotamia",NA,NA,0,0.449999988079071,5,220000,NA,0,FALSE,NA,""
"tku","Totonac, Upper Necaxa","Totonacan","",1.37224173545837,9.34522247314453,0,NA,NA,3400,93.91372287,0,FALSE,NA,""
"tkw","Teanu","Austronesian","Oceania",NA,NA,0,0.200000002980232,5,520,201.7101479,0,FALSE,NA,""
"tlb","Tobelo","West-Papuan","Oceania",1.46262526512146,8.90400886535645,0,0.685185194015503,9,27700,3853.002651,0,FALSE,NA,""
"tlc","Yecuatla Totonac","Totonacan","Mesoamerica",NA,NA,0,0.518181800842285,11,500,55.61625134,0,FALSE,NA,""
"tlf","Telefol","Trans-New-Guinea","",1.22823679447174,8.68861675262451,0,0.416666656732559,3,5400,1911.899878,0,FALSE,"nxr:seo:tif",""
"tli","Tlingit","Eyak-Athabaskan","Alaska-Oregon",NA,NA,0,0.659722208976746,18,1430,7367.989378,0,FALSE,NA,""
"tlj","Talinga-Bwisi","Niger-Congo","S-Africa",NA,NA,0,1,3,99400,518.8450401,0,FALSE,NA,""
"tll","Tetela","Niger-Congo","S-Africa",NA,NA,0,0.75,4,750000,74545.42549,0,FALSE,NA,""
"tly","Talysh","Indo-European","Greater-Mesopotamia",NA,NA,0,1,1,912000,5259.785233,0,FALSE,NA,""
"tma","Tama","Nilo-Saharan","African-Savannah",NA,NA,0,0.928571403026581,4.5,67900,14534.62161,0,FALSE,NA,""
"tmd","Haruai","Piawi","Interior-New-Guinea",NA,NA,0,0.75,4,2000,262.3272247,0,FALSE,NA,""
"tml","Tamnim Citak","Trans-New-Guinea","",NA,NA,0,0.567445039749146,26,290,766.2011311,0,FALSE,NA,""
"tmq","Tumleo","Austronesian","N-Coast-New-Guinea",NA,NA,0,1,1,790,38.00758643,0,FALSE,NA,""
"tmu","Iau","Lakes-Plain","Interior-New-Guinea",NA,NA,0,0.5,1,600,2072.451835,0,FALSE,NA,""
"tna","Tacana","Tacanan","NE-South-America",1.26092159748077,8.1384744644165,0,0.200000002980232,10,1820,6757.771386,0,FALSE,NA,""
"tnc","Tanimuca-Retuarã","Tucanoan","NE-South-America",NA,NA,0,0.736363649368286,11,300,1379.169296,0,FALSE,NA,""
"tnd","Angosturas Tunebo","Chibchan","",NA,NA,0,0,1,50,170.0349091,0,FALSE,NA,""
"tnk","Kwamera","Austronesian","Oceania",NA,NA,0,1,1,3500,85.78841321,0,FALSE,NA,""
"tnl","Lenakel","Austronesian","Oceania",NA,NA,0,0.444444447755814,9,11500,68.76656957,0,FALSE,NA,""
"tnm","Tabla","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",NA,NA,0,0.5,2,3750,220.4923544,0,FALSE,NA,""
"tnn","North Tanna","Austronesian","",1.39852428436279,8.56159114837647,0,NA,NA,5000,114.4208808,0,FALSE,NA,""
"tob","Toba","Guaykuruan","SE-South-America",1.16417384147644,8.46743011474609,0,0.75,8,21410,61336.69275,0,FALSE,NA,""
"toc","Coyutla Totonac","Totonacan","",1.46023952960968,9.61154747009277,0,NA,NA,48100,299.9570096,0,FALSE,NA,""
"toh","Gitonga","Niger-Congo","",1.4793381690979,8.55324840545654,0,NA,NA,375000,5868.926995,0,FALSE,NA,""
"toi","Tonga","Niger-Congo","S-Africa",NA,NA,NA,1,7,1127000,90780.4027,1,FALSE,"leh",""
"toj","Tojolabal","Mayan","Mesoamerica",1.44388544559479,8.19766139984131,0,0.5625,4,36000,310.1554471,0,FALSE,NA,""
"ton","Tongan","Austronesian","Oceania",NA,NA,NA,0.181818187236786,11,102290,618.9948149,1,FALSE,NA,""
"too","Xicotepec de Juárez Totonac","Totonacan","Mesoamerica",1.31248331069946,9.03064250946045,0,0.40625,8,3000,110.3844595,0,FALSE,NA,""
"top","Papantla Totonac","Totonacan","Mesoamerica",1.50596654415131,9.75745582580566,0,NA,NA,80000,2400.962797,0,FALSE,NA,""
"tos","Highland Totonac","Totonacan","Mesoamerica",1.39951825141907,9.85071849822998,0,NA,NA,120000,499.7804034,0,FALSE,NA,""
"tow","Jemez","Kiowa-Tanoan","Basin-and-Plains",NA,NA,0,0,1,1300,128.0143176,0,FALSE,NA,""
"tpa","Taupota","Austronesian","",1.43325793743134,8.11445903778076,0,NA,NA,1280,125.6775222,0,FALSE,NA,""
"tpj","Tapieté","Tupian","SE-South-America",NA,NA,0,1,6,2440,6504.156883,0,FALSE,NA,""
"tpm","Tampulma","Niger-Congo","African-Savannah",1.48675549030304,7.92430400848389,0,NA,NA,16000,420.286222,0,FALSE,NA,""
"tpp","Pisaflores Tepehua","Totonacan","",1.50426638126373,9.30930233001709,0,NA,NA,4000,62.07267919,0,FALSE,NA,""
"tpt","Tlachichilco Tepehua","Totonacan","",1.3738020658493,8.70974349975586,0,0.600000023841858,10,3000,61.25131971,0,FALSE,NA,""
"tpy","Trumaí","Language-isolate","NE-South-America",NA,NA,0,0.538149356842041,22,100,2011.364463,0,FALSE,NA,""
"tpz","Tinputz","Austronesian","",1.31555616855621,7.57347583770752,0,NA,NA,3900,306.2745768,0,FALSE,NA,""
"trc","Copala Triqui","Otomanguean","Mesoamerica",1.00574779510498,7.42629623413086,0,0.324074059724808,9,25000,310.4087404,0,FALSE,NA,""
"trg","Lishan Didan","Afro-Asiatic","Greater-Mesopotamia",NA,NA,0,1,1,4230,NA,0,FALSE,NA,""
"tri","Trió","Cariban","NE-South-America",NA,NA,0,0.833333313465118,8,2300,1114.62762,0,FALSE,"ako:mzx:sik",""
"trn","Trinitario","Maipurean","",1.41157257556915,8.93092250823975,0,NA,NA,5500,6047.348923,0,FALSE,NA,""
"tro","Tarao Naga","Sino-Tibetan","Southeast-Asia",NA,NA,0,0.833333313465118,6,870,162.6866844,0,FALSE,NA,""
"trp","Kok Borok","Sino-Tibetan","Indic",NA,NA,0,0.8125,8,696000,4359.782474,0,FALSE,NA,""
"trq","San Martín Itunyoso Triqui","Otomanguean","",1.13151776790619,7.33511304855347,0,NA,NA,2000,47.72315537,0,FALSE,NA,""
"trv","Taroko","Austronesian","Southeast-Asia",NA,NA,0,0.25,2,20000,2292.671954,0,FALSE,NA,""
"trw","Torwali","Indo-European","Indic",NA,NA,0,1,3,60000,506.1706638,0,FALSE,NA,""
